WSID,Water System Name,History of E. coli Presence,Increasing Presence of Water Quality Trends Toward MCL,Treatment Technique Violations,Past Presence on the HR2W List,Maximum Duration of High Potential Exposure (HPE),Percentage of Sources Exceeding an MCL,Number of Water Sources ,Presence of Interties,Water Source Types,DWR – Drought & Water Shortage Risk Assessment Results,Critically Overdrafted Groundwater Basin,Percent of Median Household Income (%MHI),Extreme Water Bill,Percent Shutoffs,Number of Service Connections,Operator Certification Violations,Monitoring and Reporting Violations,Significant Deficiencies,Extensive Treatment Installed,Final At-Risk List
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,0,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Not At-Risk
CA3610117,DEVORE WC,0,1,0,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,HR2W
CA3610118,APPLE VALLEY RANCHOS WATER CO - YERMO,0,0,0,0,0.5,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA3610701,USMC NEBO (BARSTOW),0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3610703,USMC - 29 PALMS,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,Not At-Risk
CA3610800,CDF - OAK GLEN CONSERVATION CAMP,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA3610801,CDF - PILOT ROCK CONSERVATION CAMP,0,0.5,0,0,0.5,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA3610850,CALIFORNIA INSTITUTION FOR MEN,0,1,0,0.5,0.25,1,0,1,0,0,0, ,0,0,0,0,0,0,1,At-Risk
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,0,0,0,0,0,0,1,0,0.5,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,0,0.5,0,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Potentially At-Risk
CA3700018,CAMPO ELEMENTARY SCHOOL,0,1,0,0.5, ,1,0,1,0, ,0, , ,0,1,0,0,0,0,HR2W
CA3700041,BARRETT LAKE MH AND RV LLC,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3700071,HEAVENLY OAKS,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3700073,H & J WATER COMPANY,0,0,0,0.5,0,0,1,1,1,0.25,0,0,0, ,1,0,1,0,0,Potentially At-Risk
CA3700074,CUYAMACA WATER DISTRICT,0,0.25,0,0,0,0,0,1,0,0.25,0,0,0,0,1,0,0,0,0,HR2W
CA3700117,MOUNTAIN EMPIRE HIGH SCHOOL,0,0,0,0, ,0,0,1,0, ,0, , ,0,1,0,0,0,0,Not At-Risk
CA3700118,CAMP LOCKETT MIDDLE SCHOOL,0,1,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3700291,OCOTILLO OASIS MOBILE HOME PARK,0,1,0,1,0,1,0,1,0,0,0,0.75,0,0,1,0,0,0,0,HR2W
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Not At-Risk
CA3700866,DEL DIOS MUTUAL WATER COMPANY,0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Potentially At-Risk
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,0,0.5,0,0,0.25,1,0,1,0,1,0,0,0,0,1,0,0,1,0,HR2W
CA3700900,LAKE HENSHAW RESORT INC.,0,0,0,0.5,0,0,0,1,0,0,0,0, ,0,1,0,1,0,0,Not At-Risk
CA3700905,PINE HILLS MUTUAL WATER COMPANY,0,0.25,1,1,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Potentially At-Risk
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,0,0.5,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Not At-Risk
CA3700918,RANCHO SANTA TERESA MW CO.,0,1,0,0,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,At-Risk
CA3700919,LAKE WOHLFORD RESORT,0,0.25,1,0.5,0,1,1,1,1,0,0,0, ,0,1,0,0,0,1,HR2W
CA3700922,LIVE OAK SPRINGS WATER COMPANY,0,0,0,0,0,0,1,1,1,0.25,0,1,0,0,1,0,0,0,0,Potentially At-Risk
CA3700923,LAKE MORENA OAK SHORES MWC,0,1,0,0,1,1,0,1,0,0.25,0,1,0,0,1,0,0,0,0,At-Risk
CA3700924,LAKE MORENA VIEWS MWC,0,1,0,0.5,0.5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,HR2W
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3700934,PAUMA VALLEY WATER COMPANY,0,1,0,0.5,0.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,HR2W
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,0,1,0,1,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,At-Risk
CA3700937,LAZY H MUTUAL WATER COMPANY,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Not At-Risk
CA3700958,LOS TULES MUTUAL WATER COMPANY,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3700962,OAKVALE PARK,0,0.25,0,0,1,1,0,1,0,0,0, , ,0,1,0,0,0,0,At-Risk
CA3700963,POTRERO ELEMENTARY SCHOOL,0,1,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA3700968,SAN PASQUAL ACADEMY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3701005,SPENCER VALLEY SCHOOL DISTRICT,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3701010,WARNER UNIFIED SCHOOL DISTRICT,0,0.5,0,0, ,1,0,1,0, ,0, , ,0,1,0,0,0,0,HR2W
CA3701184,BUTTERFIELD RANCH,0,0,0,0,0.25,1,1,1,1,0.25,0,0, ,0,1,0,0,0,0,At-Risk
CA3701341,QUIET OAKS MOBILE HOME PARK,0,1,0,0,1,1,1,1,1,1,0,0, ,0,1,0,0,0,0,HR2W
CA3701408,YUIMA MUNICIPAL WATER DISTRICT,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3701747,NORTH PEAK MUTUAL WATER COMPANY,0,0,0,0,0.25,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA3701780,RICHARDSON BEARDSLEY PARK INC.,0,0.25,0,0,0,0,0,1,0,1,0,1,0.5,0,1,0,0,0,0,Potentially At-Risk
CA3701793,TWIN LAKES RESORT,0,0,0,0,1,0,0,1,0,0,0, , ,0,1,0,0,0,0,HR2W
CA3701837,WYNOLA WATER DISTRICT,0,0.25,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA3701934,PINE VALLEY BIBLE CONFERENCE CENTER,0,0,0,0,0,0,1,1,1,1,0, , ,0,1,0,0,0,0,At-Risk
CA3701961,PINE VALLEY TRAILER PARK,0,0.5,0,0,0,1,0,1,0,0.25,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3701988,ALPINE OAKS ESTATES LLC,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Potentially At-Risk
CA3701995,WILLOWSIDE TERRACE WATER ASSOCIATION,0,1,0,0.5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HR2W
CA3702236,PALOMAR OBSERVATORY,0,0,0,0,0,0,0,1,0,1,0,0, ,0,1,0,0,0,0,Not At-Risk
CA3702354,WARNER SPRINGS ESTATES,0,0.25,0,0,0.25,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA3702364,CLOVER FLAT ELEMENTARY SCHOOL,0,1,0,0.5, ,1,0,1,0, ,0, , ,0,1,0,0,0,0,HR2W
CA3702754,RANCHO CORRIDO RV RESORT,0,1,0,0,0.25,0,0,1,0,0,0,0, ,0,1,0,0,0,0,HR2W
CA3710004,"DEL MAR, CITY OF",0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA3710009,DESCANSO COMMUNITY SERVICES DISTRICT,0,0.5,0,0.5,1,1,1,1,1,0,0,0.75,1,0,1,0,0,0,0,HR2W
CA3710011,JACUMBA COMMUNITY SD,0,0.5,0,0,0.5,1,0,1,0,0,0,0.75,0,0,1,0,0,0,0,At-Risk
CA3710012,RANCHO PAUMA MUTUAL WC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3710036,BORREGO WD,0,0,0,0,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0,0,Not At-Risk
CA3710039,PINE VALLEY MUTUAL WC,0,1,0,0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Potentially At-Risk
CA3710041,MAJESTIC PINES COMMUNITY SD,0,0.25,0,0,0.25,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0,Not At-Risk
CA3710044,RINCON DEL DIABLO MWD (ID-A),0,0,0,0,0,0,1,0,0.5, ,0,0,0,0,0,0,0,0,0,Not At-Risk
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,Potentially At-Risk
CA3710700,CAMP PENDLETON (NORTH),0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA3710707,USN SAN CLEMENTE ISLAND,0,0,0,0,0.25,0,0,0,0,0,0, ,0,0,1,0,0,0,1,Not At-Risk
CA3710750,NAS NORTH ISLAND & NAB CORONADO,0,0,0,0,0.25,0,1,0,0.5,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA3710800,PUERTA LA CRUZ CC #14,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,1,0,0,Not At-Risk
CA3710802,LA CIMA FIRE CENTER,0,0.25,0,0,0,0,1,1,1,1,0, , ,0,1,0,1,0,0,At-Risk
CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,0,0,0,0,0,0,1,0,0.5,0,0,0.75,0,0,1,0,0,0,1,Potentially At-Risk
CA3810700,PRESIDIO OF SAN FRANCISCO,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA3810702,TREASURE ISLAND,0,0,0,0,0,0,1,0,0.5,0,0, ,0.5,0,1,0,0,0,0,Not At-Risk
CA3900504,CLEMENTS WATER WORKS #43,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3900505,FARMINGTON WATER COMPANY,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3900512,MORADA ACRES WATER SYSTEM,0,0,0,0,0,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900517,ALMOND PARK WATER SYSTEM,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3900523,MORADA MANOR WATER SYSTEM,0,0,0,0,1,1,1,1,1,0.25,1,0.75,0,0,1,0,0,0,0,At-Risk
CA3900543,MAURLAND MANOR WATER SYSTEM,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3900558,RANCHO SAN JOAQUIN WATER SYS,0,0.5,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,At-Risk
CA3900559,WINE COUNTRY APARTMENTS,0,0,0,0,0,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3900561,LODI LAKE MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900563,GAYLA MANOR PWS,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900568,CARIBOU MOBILE PARK PWS,0,0.5,0,0,0.25,1,0,1,0,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3900569,EL RIO MOBILE HOME PARK,0,1,0,0,0.25,0,0,1,0,0,1, , ,0,1,0,0,0,0,Not At-Risk
CA3900579,CENTURY MOBILE HOME PARK,0,0,0,0,1,1,1,1,1,0,1,0,0, ,1,0,0,0,0,HR2W
CA3900586,B&G MOBILE HOME PARK LLC WS,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3900596,VILLA CEREZOS,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,0,0.25,0,0,0.5,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA3900606,A1 WINSTONS MOBILE HOME PARK,0,0,0,0,0.5,0,1,1,1,0,1, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,0,0,0,0,0.25,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3900624,IL VINETO,0,0,0,0.5,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA3900637,BIG WHEEL MOBILE HOME PARK,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3900649,GLENWOOD MOBILE HOME PARK,1,0,0,0,1,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,At-Risk
CA3900653,ISLANDER MARINA,0,0.25,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA3900661,MAPACHE TRAILER PARK,0,0,0,0,0,0,1,1,1,0.25,1, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900664,NEW HOPE LANDING GENERAL STORE,0,0,0,0,1,0,1,1,1,0,1,0, ,0,1,0,0,0,0,At-Risk
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,0,0,0,0,0.25,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900701,CURRIER ESTATES WATER CORP,0,0,0,0,0.5,0,1,1,1,0,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA3900702,CORRAL HOLLOW PWS,0,1,0,0,0,0,0,1,0,0,0,0.75,1,0,1,0,0,0,0,Not At-Risk
CA3900705,FINNLEES TRAILER PARK,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,0,0,0,0,0.25,0,1,0,0.5,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3900719,MOKELUMNE MOBILE SENIOR PARK,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,At-Risk
CA3900720,SHADED TERRACE PWS,0,0,0,0,0.25,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900721,WOODBRIDGE MOBILE ESTATES,1,0,0,0,0.5,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,At-Risk
CA3900722,MORADA ESTATES PWS,0,0.5,0,0,0.5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3900724,ELKHORN ESTATES WATER SYSTEM,0,0.5,0,0,0.25,1,0,1,0,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900732,V & P TRAILER COURT WATER SYSTEM,0,0,0,0,0.5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900755,SHADY REST TRAILER COURT,0,0,0,0,0.5,1,1,1,1,1,1,0,0,0,1,0,0,0,0,At-Risk
CA3900756,LINDEN USD-GLENWOOD SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900762,RIVERSIDE MOBILE HOME PARK,0,0.25,0,0,0.25,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA3900805,MOREHEAD PARK,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3900813,HAVEN ACRES RIVER CLUB INC,0,0,0,0,0.25,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3900831,ARBOR MOBILE HOME PARK WS,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,0,0,0,0,0.25,0,1,1,1,1,1,0, ,0,1,0,0,0,0,At-Risk
CA3900837,LODI HOMES,0,0,0,0,0.25,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3900842,DOUBLE L MOBILE ESTATES,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3900844,COUNTRY MANOR MHP,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3900846,OAK VIEW UNION ELEMENTARY SCH,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900848,LODI USD-TURNER ACADEMY AT TOKAY COLONY,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900849,LODI USD-LIVE OAK SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900850,LODI USD-HOUSTON SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3900907,BEL AIR MOBILE ESTATE,0,0.25,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA3900921,CARDOZA VILLA CORP,0,0,0,0,0.25,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA3900927,SPRING CREEK ESTATES PWS,0,0,0,0,0.5,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,At-Risk
CA3900964,SAHARA MOBILE COURT,0,0,0,0,0.25,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3900978,SJ COUNTY-REDWOOD SCHOOL,0,0,0,0.5, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,HR2W
CA3900983,CHERRY LANE TRAILER PARK,0,0,0,0.5,0.5,1,1,1,1,0.25,1,0, ,0,1,0,0,0,0,HR2W
CA3900991,LA TORRES PARK,0,1,0,0,0,0,1,1,1,0,0, ,0,0,1,0,0,0,0,At-Risk
CA3900993,NEW JERUSALEM SCHOOL,1,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA3901014,BANTA ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3901031,132 INVESTMENTS WATER SYSTEM,0,0,0,0,0.5,1,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA3901032,LODI USD-TURNER ACADEMY,0,0.5,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA3901074,TWIN OAKS MOBILE PARK,0,0.25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3901075,FAIRWAY ESTATES PWS CSA-18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3901081,MOBILE VILLAS TRAILER PARK,0,0,0,0,0.25,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA3901085,LODI USD-DAVIS SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3901090,NORTH VALLEY SCHOOL PWS,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3901092,SAN JOAQUIN WATER WORKS #2,0,0.25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3901107,JEFFERSON ESD-JEFFERSON SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3901113,WALNUT ACRES,0,0,0,0,0.25,0,0,1,0,0,1,1,0,0,1,0,0,0,0,Not At-Risk
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,0,0.25,0,0,0.25,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3901159,WILKINSON MANOR A-ZONE PWS,0,0,0,0,0,0,1,0,0.5,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3901163,MUSD-NEW HAVEN SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3901167,EUSD-VAN ALLEN SCHOOL,0,0,0,0.5, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA3901169,MUSD-NILE GARDEN SCHOOL,1,0,0,0, ,1,1,1,1, ,1, , ,0,1,0,0,0,0,HR2W
CA3901172,PAR COUNTRY ESTATES CSA-16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Not At-Risk
CA3901209,ST MARYS HIGH SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3901213,SUNNY ROAD WATER SYSTEM,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,HR2W
CA3901215,SAN JUAN VISTA,0,0,0,0,0.25,1,1,1,1,0.25,1,0,0,0,1,0,0,0,0,At-Risk
CA3901216,SANTOS RANCH PWS #5-CSA #35,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3901217,HAYNES BOARD & CARE HOME,0,0,0,0,1,0,1,1,1,0.25,1, , ,0,1,0,0,0,0,At-Risk
CA3901276,HANOT FOUNDATION INC,0,0,0,0,0.25,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA3901303,ACAMPO WATER SYSTEM,0,0.25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3901304,ENCLAVE AT THE DELTA,0,0,0,0,1,0,1,1,1,0,1,0, ,0,1,0,0,0,0,At-Risk
CA3901325,RIPON CHRISTIAN SCHOOLS,0,0.5,0,0, ,1,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA3901331,RIPON USD-COLONY OAK SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA3901337,MORADA ESTATES N PWS #46,0,0.25,0,0.5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3901474,"HESKETT, JOE WATER SYSTEM",0,1,0,0,0,1,1,1,1,0,1,0, ,0,1,0,0,0,0,At-Risk
CA3902136,LINDEN USD-CHARTVILLE SCHOOL,0,1,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,At-Risk
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,0,0,0,0,0.25,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA3910003,"ESCALON, CITY OF",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Not At-Risk
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA3910009,SAN JOAQUIN COUNTY - THORNTON,0,0,0,0,0,0,0,1,0,0,1,0.75,0,0,1,0,0,0,0,Not At-Risk
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,0,0,0,0,0.25,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,0,1,0,0.5,0.5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,HR2W
CA3910017,SAN JOAQUIN COUNTY-MOKELUMNE ACRES,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA3910018,SAN JOAQUIN RIVER CLUB INC,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA3910019,LINDEN COUNTY WATER DISTRICT,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA3910020,STOCKTON VERDE MOBILE HOME PARK,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,At-Risk
CA3910701,"DEFENSE DISTRIB. DEPOT, SHARPE SITE",0,0,0,0,0.25,1,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA3910800,DEUEL VOCATIONAL INSTITUTION,0,0.25,0,0,0.25,1,0,1,0,0,0, ,0,0,0,0,0,0,0,Potentially At-Risk
CA4000200,BASSI RANCH MUTUAL WATER CO.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA4000202,EDNA VALLEY RANCH EAST,0,0.5,0,0,0.5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,At-Risk
CA4000203,IRISH HILLS MUTUAL WATER CO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4000214,BARON CANYON MUTUAL WATER CO.,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4000230,CANYON CREST MUTUAL BENEFIT WC,0,0,0,0,0.25,0,1,0,0.5,0,0,0,0.5,0,1,0,0,0,0,Not At-Risk
CA4000501,HALCYON WATER SYSTEM,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,At-Risk
CA4000506,WOODLAND PARK MUTUAL WATER CO,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,At-Risk
CA4000507,GARDEN FARMS C.W.D.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4000523,S & T MUTUAL WATER COMPANY,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4000554,GREEN RIVER MUTUAL WATER CO.,0,0.5,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA4000563,HIGUERA APARTMENTS,0,1,0,0.5,0.5,1,1,1,1,0,0,0,0,0,1,0,1,0,0,HR2W
